# 词	编码	人工权重	分类	类型	实体	来源	核对日期
分布式架构	fen bu shi jia gou	15	语言与架构	term	分布式架构	thuocl-it	2026-09-17
分布式框架	fen bu shi kuang jia	15	语言与架构	term	分布式框架	thuocl-it	2026-09-17
分布式消息	fen bu shi xiao xi	15	语言与架构	term	分布式消息	thuocl-it	2026-09-17
分布式爬虫	fen bu shi pa chong	15	语言与架构	term	分布式爬虫	thuocl-it	2026-09-17
分布式算法	fen bu shi suan fa	15	语言与架构	term	分布式算法	thuocl-it	2026-09-17
分布式系统	fen bu shi xi tong	15	语言与架构	term	分布式系统	thuocl-it	2026-09-17
分布式缓存	fen bu shi huan cun	15	语言与架构	term	分布式缓存	thuocl-it	2026-09-17
分布式网站	fen bu shi wang zhan	15	语言与架构	term	分布式网站	thuocl-it	2026-09-17
分布式计算	fen bu shi ji suan	15	语言与架构	term	分布式计算	thuocl-it	2026-09-17
分布式计算机	fen bu shi ji suan ji	15	语言与架构	term	分布式计算机	thuocl-it	2026-09-17
分布式配置	fen bu shi pei zhi	15	语言与架构	term	分布式配置	thuocl-it	2026-09-17
分布式锁	fen bu shi suo	15	语言与架构	term	分布式锁	thuocl-it	2026-09-17
分布式锁服务	fen bu shi suo fu wu	15	语言与架构	term	分布式锁服务	thuocl-it	2026-09-17
分布式集群	fen bu shi ji qun	15	语言与架构	term	分布式集群	thuocl-it	2026-09-17
分支指令	fen zhi zhi ling	15	工程与交付	term	分支指令	thuocl-it	2026-09-17
分支条件覆盖	fen zhi tiao jian fu gai	15	工程与交付	term	分支条件覆盖	thuocl-it	2026-09-17
分支结构	fen zhi jie gou	15	工程与交付	term	分支结构	thuocl-it	2026-09-17
分支覆盖	fen zhi fu gai	15	工程与交付	term	分支覆盖	thuocl-it	2026-09-17
分支限界	fen zhi xian jie	15	工程与交付	term	分支限界	thuocl-it	2026-09-17
分支限界搜索	fen zhi xian jie sou suo	15	工程与交付	term	分支限界搜索	thuocl-it	2026-09-17
分支限界法	fen zhi xian jie fa	15	工程与交付	term	分支限界法	thuocl-it	2026-09-17
分支预测	fen zhi yu ce	15	工程与交付	term	分支预测	thuocl-it	2026-09-17
分表	fen biao	15	数据与存储	term	分表	thuocl-it	2026-09-17
分页	fen ye	15	数据与存储	term	分页	thuocl-it	2026-09-17
分页技术	fen ye ji shu	15	数据与存储	term	分页技术	thuocl-it	2026-09-17
分页显示	fen ye xian shi	15	数据与存储	term	分页显示	thuocl-it	2026-09-17
分页机制	fen ye ji zhi	15	数据与存储	term	分页机制	thuocl-it	2026-09-17
分页程序	fen ye cheng xu	15	数据与存储	term	分页程序	thuocl-it	2026-09-17
前端优化	qian duan you hua	15	前端与应用	term	前端优化	thuocl-it	2026-09-17
前端处理器	qian duan chu li qi	15	前端与应用	term	前端处理器	thuocl-it	2026-09-17
前端工具	qian duan gong ju	15	前端与应用	term	前端工具	thuocl-it	2026-09-17
前端工程师	qian duan gong cheng shi	15	前端与应用	term	前端工程师	thuocl-it	2026-09-17
前端应用	qian duan ying yong	15	前端与应用	term	前端应用	thuocl-it	2026-09-17
前端开发	qian duan kai fa	15	前端与应用	term	前端开发	thuocl-it	2026-09-17
前端开发工具	qian duan kai fa gong ju	15	前端与应用	term	前端开发工具	thuocl-it	2026-09-17
前端性能	qian duan xing neng	15	前端与应用	term	前端性能	thuocl-it	2026-09-17
前端性能优化	qian duan xing neng you hua	15	前端与应用	term	前端性能优化	thuocl-it	2026-09-17
前端插件	qian duan cha jian	15	前端与应用	term	前端插件	thuocl-it	2026-09-17
前端效果	qian duan xiao guo	15	前端与应用	term	前端效果	thuocl-it	2026-09-17
前端构建	qian duan gou jian	15	前端与应用	term	前端构建	thuocl-it	2026-09-17
前端架构	qian duan jia gou	15	前端与应用	term	前端架构	thuocl-it	2026-09-17
前端框架	qian duan kuang jia	15	前端与应用	term	前端框架	thuocl-it	2026-09-17
前端测试	qian duan ce shi	15	前端与应用	term	前端测试	thuocl-it	2026-09-17
前端知识	qian duan zhi shi	15	前端与应用	term	前端知识	thuocl-it	2026-09-17
前端脚本	qian duan jiao ben	15	前端与应用	term	前端脚本	thuocl-it	2026-09-17
前端自动化	qian duan zi dong hua	15	前端与应用	term	前端自动化	thuocl-it	2026-09-17
前端规范	qian duan gui fan	15	前端与应用	term	前端规范	thuocl-it	2026-09-17
前端设计	qian duan she ji	15	前端与应用	term	前端设计	thuocl-it	2026-09-17
前端资源	qian duan zi yuan	15	前端与应用	term	前端资源	thuocl-it	2026-09-17
前端页面	qian duan ye mian	15	前端与应用	term	前端页面	thuocl-it	2026-09-17
加密协议	jia mi xie yi	15	网络与安全	term	加密协议	thuocl-it	2026-09-17
加密技术	jia mi ji shu	15	网络与安全	term	加密技术	thuocl-it	2026-09-17
加密文本	jia mi wen ben	15	网络与安全	term	加密文本	thuocl-it	2026-09-17
加密方式	jia mi fang shi	15	网络与安全	term	加密方式	thuocl-it	2026-09-17
加密法	jia mi fa	15	网络与安全	term	加密法	thuocl-it	2026-09-17
加密结果	jia mi jie guo	15	网络与安全	term	加密结果	thuocl-it	2026-09-17
加密芯片	jia mi xin pian	15	网络与安全	term	加密芯片	thuocl-it	2026-09-17
加密解密	jia mi jie mi	15	网络与安全	term	加密解密	thuocl-it	2026-09-17
加密解密算法	jia mi jie mi suan fa	15	网络与安全	term	加密解密算法	thuocl-it	2026-09-17
动画特效	dong hua te xiao	15	前端与应用	term	动画特效	thuocl-it	2026-09-17
匿名内部类	ni ming nei bu lei	15	语言与架构	term	匿名内部类	thuocl-it	2026-09-17
匿名函数	ni ming han shu	15	语言与架构	term	匿名函数	thuocl-it	2026-09-17
匿名对象	ni ming dui xiang	15	语言与架构	term	匿名对象	thuocl-it	2026-09-17
匿名方法	ni ming fang fa	15	语言与架构	term	匿名方法	thuocl-it	2026-09-17
匿名服务器	ni ming fu wu qi	15	语言与架构	term	匿名服务器	thuocl-it	2026-09-17
匿名登录	ni ming deng lu	15	语言与架构	term	匿名登录	thuocl-it	2026-09-17
匿名管道	ni ming guan dao	15	语言与架构	term	匿名管道	thuocl-it	2026-09-17
匿名类	ni ming lei	15	语言与架构	term	匿名类	thuocl-it	2026-09-17
匿名类型	ni ming lei xing	15	语言与架构	term	匿名类型	thuocl-it	2026-09-17
协议分析	xie yi fen xi	15	网络与安全	term	协议分析	thuocl-it	2026-09-17
协议失败	xie yi shi bai	15	网络与安全	term	协议失败	thuocl-it	2026-09-17
协议套	xie yi tao	15	网络与安全	term	协议套	thuocl-it	2026-09-17
协议实体	xie yi shi ti	15	网络与安全	term	协议实体	thuocl-it	2026-09-17
协议数据单元	xie yi shu ju dan yuan	15	网络与安全	term	协议数据单元	thuocl-it	2026-09-17
协议映射	xie yi ying she	15	网络与安全	term	协议映射	thuocl-it	2026-09-17
协议栈	xie yi zhan	15	网络与安全	term	协议栈	thuocl-it	2026-09-17
协议规范	xie yi gui fan	15	网络与安全	term	协议规范	thuocl-it	2026-09-17
协议解析	xie yi jie xi	15	网络与安全	term	协议解析	thuocl-it	2026-09-17
协议转换	xie yi zhuan huan	15	网络与安全	term	协议转换	thuocl-it	2026-09-17
单例传值	dan li chuan zhi	15	语言与架构	term	单例传值	thuocl-it	2026-09-17
单例类	dan li lei	15	语言与架构	term	单例类	thuocl-it	2026-09-17
单元测试工具	dan yuan ce shi gong ju	15	工程与交付	term	单元测试工具	thuocl-it	2026-09-17
原子公式	yuan zi gong shi	15	系统与并发	term	原子公式	thuocl-it	2026-09-17
原子变量	yuan zi bian liang	15	系统与并发	term	原子变量	thuocl-it	2026-09-17
原子广播	yuan zi guang bo	15	系统与并发	term	原子广播	thuocl-it	2026-09-17
原子操作	yuan zi cao zuo	15	系统与并发	term	原子操作	thuocl-it	2026-09-17
原子类	yuan zi lei	15	系统与并发	term	原子类	thuocl-it	2026-09-17
原子锁	yuan zi suo	15	系统与并发	term	原子锁	thuocl-it	2026-09-17
原生控件	yuan sheng kong jian	15	前端与应用	term	原生控件	thuocl-it	2026-09-17
参数优化	can shu you hua	15	语言与架构	term	参数优化	thuocl-it	2026-09-17
参数传递	can shu chuan di	15	语言与架构	term	参数传递	thuocl-it	2026-09-17
参数信息	can shu xin xi	15	语言与架构	term	参数信息	thuocl-it	2026-09-17
参数化类型	can shu hua lei xing	15	语言与架构	term	参数化类型	thuocl-it	2026-09-17
参数化设计	can shu hua she ji	15	语言与架构	term	参数化设计	thuocl-it	2026-09-17
参数寻优	can shu xun you	15	语言与架构	term	参数寻优	thuocl-it	2026-09-17
参数文件	can shu wen jian	15	语言与架构	term	参数文件	thuocl-it	2026-09-17
参数测试	can shu ce shi	15	语言与架构	term	参数测试	thuocl-it	2026-09-17
参数空间	can shu kong jian	15	语言与架构	term	参数空间	thuocl-it	2026-09-17
参数类型	can shu lei xing	15	语言与架构	term	参数类型	thuocl-it	2026-09-17
参数约束	can shu yue shu	15	语言与架构	term	参数约束	thuocl-it	2026-09-17
参数解析	can shu jie xi	15	语言与架构	term	参数解析	thuocl-it	2026-09-17
参数设置	can shu she zhi	15	语言与架构	term	参数设置	thuocl-it	2026-09-17
参数说明	can shu shuo ming	15	语言与架构	term	参数说明	thuocl-it	2026-09-17
参数配置	can shu pei zhi	15	语言与架构	term	参数配置	thuocl-it	2026-09-17
反向代理	fan xiang dai li	15	网络与安全	term	反向代理	thuocl-it	2026-09-17
反射体	fan she ti	15	语言与架构	term	反射体	thuocl-it	2026-09-17
反射定律	fan she ding lv	15	语言与架构	term	反射定律	thuocl-it	2026-09-17
反射库	fan she ku	15	语言与架构	term	反射库	thuocl-it	2026-09-17
反射技术	fan she ji shu	15	语言与架构	term	反射技术	thuocl-it	2026-09-17
反射机制	fan she ji zhi	15	语言与架构	term	反射机制	thuocl-it	2026-09-17
反射率	fan she lv	15	语言与架构	term	反射率	thuocl-it	2026-09-17
反射系数	fan she xi shu	15	语言与架构	term	反射系数	thuocl-it	2026-09-17
反射贴图	fan she tie tu	15	语言与架构	term	反射贴图	thuocl-it	2026-09-17
发布平台	fa bu ping tai	15	工程与交付	term	发布平台	thuocl-it	2026-09-17
发布网站	fa bu wang zhan	15	工程与交付	term	发布网站	thuocl-it	2026-09-17
发布订阅	fa bu ding yue	15	工程与交付	term	发布订阅	thuocl-it	2026-09-17
发布证书	fa bu zheng shu	15	工程与交付	term	发布证书	thuocl-it	2026-09-17
变量交换	bian liang jiao huan	15	语言与架构	term	变量交换	thuocl-it	2026-09-17
变量作用域	bian liang zuo yong yu	15	语言与架构	term	变量作用域	thuocl-it	2026-09-17
变量初始化	bian liang chu shi hua	15	语言与架构	term	变量初始化	thuocl-it	2026-09-17
变量名	bian liang ming	15	语言与架构	term	变量名	thuocl-it	2026-09-17
变量命名	bian liang ming ming	15	语言与架构	term	变量命名	thuocl-it	2026-09-17
变量声明	bian liang sheng ming	15	语言与架构	term	变量声明	thuocl-it	2026-09-17
变量提升	bian liang ti sheng	15	语言与架构	term	变量提升	thuocl-it	2026-09-17
变量类型	bian liang lei xing	15	语言与架构	term	变量类型	thuocl-it	2026-09-17
句柄	ju bing	15	系统与并发	term	句柄	thuocl-it	2026-09-17
句柄类	ju bing lei	15	系统与并发	term	句柄类	thuocl-it	2026-09-17
可扩展语言	ke kuo zhan yu yan	15	工程与交付	term	可扩展语言	thuocl-it	2026-09-17
可靠性分析	ke kao xing fen xi	15	工程与交付	term	可靠性分析	thuocl-it	2026-09-17
可靠性增长	ke kao xing zeng zhang	15	工程与交付	term	可靠性增长	thuocl-it	2026-09-17
可靠性数据	ke kao xing shu ju	15	工程与交付	term	可靠性数据	thuocl-it	2026-09-17
可靠性模型	ke kao xing mo xing	15	工程与交付	term	可靠性模型	thuocl-it	2026-09-17
可靠性设计	ke kao xing she ji	15	工程与交付	term	可靠性设计	thuocl-it	2026-09-17
可靠性评价	ke kao xing ping jia	15	工程与交付	term	可靠性评价	thuocl-it	2026-09-17
合并单元格	he bing dan yuan ge	15	工程与交付	term	合并单元格	thuocl-it	2026-09-17
合并拷贝	he bing kao bei	15	工程与交付	term	合并拷贝	thuocl-it	2026-09-17
合并排序	he bing pai xu	15	工程与交付	term	合并排序	thuocl-it	2026-09-17
合并文件	he bing wen jian	15	工程与交付	term	合并文件	thuocl-it	2026-09-17
合并流	he bing liu	15	工程与交付	term	合并流	thuocl-it	2026-09-17
合并链表	he bing lian biao	15	工程与交付	term	合并链表	thuocl-it	2026-09-17
同步互斥	tong bu hu chi	15	系统与并发	term	同步互斥	thuocl-it	2026-09-17
同步代码块	tong bu dai ma kuai	15	系统与并发	term	同步代码块	thuocl-it	2026-09-17
同步传输	tong bu chuan shu	15	系统与并发	term	同步传输	thuocl-it	2026-09-17
同步函数	tong bu han shu	15	系统与并发	term	同步函数	thuocl-it	2026-09-17
同步刷新	tong bu shua xin	15	系统与并发	term	同步刷新	thuocl-it	2026-09-17
同步原语	tong bu yuan yu	15	系统与并发	term	同步原语	thuocl-it	2026-09-17
同步复制	tong bu fu zhi	15	系统与并发	term	同步复制	thuocl-it	2026-09-17
同步序列	tong bu xu lie	15	系统与并发	term	同步序列	thuocl-it	2026-09-17
同步异步	tong bu yi bu	15	系统与并发	term	同步异步	thuocl-it	2026-09-17
同步总线	tong bu zong xian	15	系统与并发	term	同步总线	thuocl-it	2026-09-17
同步控制	tong bu kong zhi	15	系统与并发	term	同步控制	thuocl-it	2026-09-17
同步操作	tong bu cao zuo	15	系统与并发	term	同步操作	thuocl-it	2026-09-17
同步方法	tong bu fang fa	15	系统与并发	term	同步方法	thuocl-it	2026-09-17
同步时分复用	tong bu shi fen fu yong	15	系统与并发	term	同步时分复用	thuocl-it	2026-09-17
同步机制	tong bu ji zhi	15	系统与并发	term	同步机制	thuocl-it	2026-09-17
同步算法	tong bu suan fa	15	系统与并发	term	同步算法	thuocl-it	2026-09-17
同步请求	tong bu qing qiu	15	系统与并发	term	同步请求	thuocl-it	2026-09-17
同步通信	tong bu tong xin	15	系统与并发	term	同步通信	thuocl-it	2026-09-17
同步锁	tong bu suo	15	系统与并发	term	同步锁	thuocl-it	2026-09-17
后端开发	hou duan kai fa	15	前端与应用	term	后端开发	thuocl-it	2026-09-17
后端服务	hou duan fu wu	15	前端与应用	term	后端服务	thuocl-it	2026-09-17
后端框架	hou duan kuang jia	15	前端与应用	term	后端框架	thuocl-it	2026-09-17
吞吐能力	tun tu neng li	15	工程与交付	term	吞吐能力	thuocl-it	2026-09-17
哈希冲突	ha xi chong tu	15	数据与存储	term	哈希冲突	thuocl-it	2026-09-17
哈希加密	ha xi jia mi	15	数据与存储	term	哈希加密	thuocl-it	2026-09-17
哈希映射	ha xi ying she	15	数据与存储	term	哈希映射	thuocl-it	2026-09-17
哈希查找	ha xi cha zhao	15	数据与存储	term	哈希查找	thuocl-it	2026-09-17
哈希算法	ha xi suan fa	15	数据与存储	term	哈希算法	thuocl-it	2026-09-17
响应分析	xiang ying fen xi	15	网络与安全	term	响应分析	thuocl-it	2026-09-17
响应式	xiang ying shi	15	网络与安全	term	响应式	thuocl-it	2026-09-17
响应式编程	xiang ying shi bian cheng	15	网络与安全	term	响应式编程	thuocl-it	2026-09-17
响应式设计	xiang ying shi she ji	15	网络与安全	term	响应式设计	thuocl-it	2026-09-17
响应报文	xiang ying bao wen	15	网络与安全	term	响应报文	thuocl-it	2026-09-17
响应窗口	xiang ying chuang kou	15	网络与安全	term	响应窗口	thuocl-it	2026-09-17
响应者链	xiang ying zhe lian	15	网络与安全	term	响应者链	thuocl-it	2026-09-17
响应者链条	xiang ying zhe lian tiao	15	网络与安全	term	响应者链条	thuocl-it	2026-09-17
响应链	xiang ying lian	15	网络与安全	term	响应链	thuocl-it	2026-09-17
回滚	hui gun	15	工程与交付	term	回滚	thuocl-it	2026-09-17
回滚事务	hui gun shi wu	15	工程与交付	term	回滚事务	thuocl-it	2026-09-17
回调函数	hui tiao han shu	15	前端与应用	term	回调函数	thuocl-it	2026-09-17
回调接口	hui tiao jie kou	15	前端与应用	term	回调接口	thuocl-it	2026-09-17
回调方法	hui tiao fang fa	15	前端与应用	term	回调方法	thuocl-it	2026-09-17
回调机制	hui tiao ji zhi	15	前端与应用	term	回调机制	thuocl-it	2026-09-17
图像代码	tu xiang dai ma	15	前端与应用	term	图像代码	thuocl-it	2026-09-17
图像元	tu xiang yuan	15	前端与应用	term	图像元	thuocl-it	2026-09-17
图像几何学	tu xiang ji he xue	15	前端与应用	term	图像几何学	thuocl-it	2026-09-17
图像函数	tu xiang han shu	15	前端与应用	term	图像函数	thuocl-it	2026-09-17
图像变换	tu xiang bian huan	15	前端与应用	term	图像变换	thuocl-it	2026-09-17
图像合成	tu xiang he cheng	15	前端与应用	term	图像合成	thuocl-it	2026-09-17
图像图像	tu xiang tu xiang	15	前端与应用	term	图像图像	thuocl-it	2026-09-17
图像处理算法	tu xiang chu li suan fa	15	前端与应用	term	图像处理算法	thuocl-it	2026-09-17
图像复原	tu xiang fu yuan	15	前端与应用	term	图像复原	thuocl-it	2026-09-17
