# 词	编码	人工权重	分类	类型	实体	来源	核对日期
分组量化	fen zu liang hua	20	推理	term	分组量化	curated	2026-09-17
分裂聚类	fen lie ju lei	20	算法	term	分裂聚类	curated	2026-09-17
分解提示	fen jie ti shi	20	提示	term	分解提示	curated	2026-09-17
分词	fen ci	20	数据	term	分词	curated	2026-09-17
分词器	fen ci qi	20	数据	term	分词器	curated	2026-09-17
分页注意力	fen ye zhu yi li	20	推理	term	分页注意力	curated	2026-09-17
列表排序	lie biao pai xu	20	算法	term	列表排序	curated	2026-09-17
删除法	shan chu fa	20	教材术语	term	删除法	d2l	2026-09-17
判别式人工智能	pan bie shi ren gong zhi neng	20	基础	term	判别式人工智能	curated	2026-09-17
利普希茨连续	li pu xi ci lian xu	20	数学	term	利普希茨连续	curated	2026-09-17
利用策略	li yong ce lve	20	算法	term	利用策略	curated	2026-09-17
到达方向估计	dao da fang xiang gu ji	20	专项任务	term	到达方向估计	glossary	2026-09-17
制品管理	zhi pin guan li	20	工程	term	制品管理	curated	2026-09-17
前向传播	qian xiang chuan bo	20	教材术语	term	前向传播	d2l	2026-09-17
前向递归	qian xiang di gui	20	教材术语	term	前向递归	d2l	2026-09-17
前缀缓存	qian zhui huan cun	20	推理	term	前缀缓存	curated	2026-09-17
前馈神经网络	qian kui shen jing wang luo	20	架构	term	前馈神经网络	curated	2026-09-17
功率谱	gong lv pu	20	语音	term	功率谱	curated	2026-09-17
加性注意力	jia xing zhu yi li	20	架构	term	加性注意力	curated	2026-09-17
加权平均	jia quan ping jun	20	评估	term	加权平均	curated	2026-09-17
加权采样	jia quan cai yang	20	数学	term	加权采样	curated	2026-09-17
加法法则	jia fa fa ze	20	教材术语	term	加法法则	d2l	2026-09-17
动作价值	dong zuo jia zhi	20	强化	term	动作价值	curated	2026-09-17
动作掩码	dong zuo yan ma	20	强化	term	动作掩码	curated	2026-09-17
动作生成	dong zuo sheng cheng	20	强化	term	动作生成	curated	2026-09-17
动作空间	dong zuo kong jian	20	智能体	term	动作空间	curated	2026-09-17
动作约束	dong zuo yue shu	20	强化	term	动作约束	curated	2026-09-17
动作识别	dong zuo shi bie	20	视觉	term	动作识别	curated	2026-09-17
动作词元	dong zuo ci yuan	20	强化	term	动作词元	curated	2026-09-17
动作预测	dong zuo yu ce	20	强化	term	动作预测	curated	2026-09-17
动态分辨率	dong tai fen bian lv	20	视觉	term	动态分辨率	curated	2026-09-17
动态图	dong tai tu	20	推理	term	动态图	curated	2026-09-17
动态批处理	dong tai pi chu li	20	推理	term	动态批处理	curated	2026-09-17
动态规划	dong tai gui hua	20	教材术语	term	动态规划	d2l	2026-09-17
动态路由	dong tai lu you	20	工程	term	动态路由	curated	2026-09-17
动态量化	dong tai liang hua	20	推理	term	动态量化	curated	2026-09-17
动物姿态估计	dong wu zi tai gu ji	20	专项任务	term	动物姿态估计	glossary	2026-09-17
动量法	dong liang fa	20	训练	term	动量法	curated	2026-09-17
匹配分数	pi pei fen shu	20	评估	term	匹配分数	curated	2026-09-17
区域提议网络	qu yu ti yi wang luo	20	教材术语	term	区域提议网络	d2l	2026-09-17
区间估计	qu jian gu ji	20	数学	term	区间估计	curated	2026-09-17
医学图像分割	yi xue tu xiang fen ge	20	专项任务	term	医学图像分割	glossary	2026-09-17
半正定矩阵	ban zheng ding ju zhen	20	数学	term	半正定矩阵	curated	2026-09-17
半监督图像分类	ban jian du tu xiang fen lei	20	专项任务	term	半监督图像分类	glossary	2026-09-17
半监督学习	ban jian du xue xi	20	基础	term	半监督学习	curated	2026-09-17
半监督视频对象分割	ban jian du shi pin dui xiang fen ge	20	专项任务	term	半监督视频对象分割	glossary	2026-09-17
半精度	ban jing du	20	推理	term	半精度	curated	2026-09-17
半精度训练	ban jing du xun lian	20	训练	term	半精度训练	curated	2026-09-17
半自动标注	ban zi dong biao zhu	20	数据	term	半自动标注	curated	2026-09-17
协作协议	xie zuo xie yi	20	智能体	term	协作协议	curated	2026-09-17
协作推理	xie zuo tui li	20	智能体	term	协作推理	curated	2026-09-17
协变量	xie bian liang	20	教材术语	term	协变量	d2l	2026-09-17
协变量偏移	xie bian liang pian yi	20	教材术语	term	协变量偏移	d2l	2026-09-17
协同过滤	xie tong guo lv	20	算法	term	协同过滤	curated	2026-09-17
协方差	xie fang cha	20	数学	term	协方差	curated	2026-09-17
协方差矩阵	xie fang cha ju zhen	20	数学	term	协方差矩阵	curated	2026-09-17
协议兼容	xie yi jian rong	20	工程	term	协议兼容	curated	2026-09-17
单位矩阵	dan wei ju zhen	20	数学	term	单位矩阵	curated	2026-09-17
单元测试生成	dan yuan ce shi sheng cheng	20	提示	term	单元测试生成	curated	2026-09-17
单头注意力	dan tou zhu yi li	20	架构	term	单头注意力	curated	2026-09-17
单样本学习	dan yang ben xue xi	20	基础	term	单样本学习	curated	2026-09-17
单样本实例分割	dan yang ben shi li fen ge	20	专项任务	term	单样本实例分割	glossary	2026-09-17
单样本目标检测	dan yang ben mu biao jian ce	20	专项任务	term	单样本目标检测	glossary	2026-09-17
单步预测	dan bu yu ce	20	教材术语	term	单步预测	d2l	2026-09-17
单目深度	dan mu shen du	20	视觉	term	单目深度	curated	2026-09-17
单目深度估计	dan mu shen du gu ji	20	专项任务	term	单目深度估计	glossary	2026-09-17
单类支持向量机	dan lei zhi chi xiang liang ji	20	算法	term	单类支持向量机	curated	2026-09-17
单精度训练	dan jing du xun lian	20	训练	term	单精度训练	curated	2026-09-17
单语语料	dan yu yu liao	20	数据	term	单语语料	curated	2026-09-17
单项式	dan xiang shi	20	教材术语	term	单项式	d2l	2026-09-17
卷积填充	juan ji tian chong	20	架构	term	卷积填充	curated	2026-09-17
卷积层	juan ji ceng	20	架构	term	卷积层	curated	2026-09-17
卷积核	juan ji he	20	架构	term	卷积核	curated	2026-09-17
卷积步长	juan ji bu zhang	20	架构	term	卷积步长	curated	2026-09-17
卷积神经网络	juan ji shen jing wang luo	20	架构	term	卷积神经网络	curated	2026-09-17
压力测试	ya li ce shi	20	推理	term	压力测试	curated	2026-09-17
去噪扩散模型	qu zao kuo san mo xing	20	架构	term	去噪扩散模型	curated	2026-09-17
去噪步骤	qu zao bu zhou	20	视觉	term	去噪步骤	curated	2026-09-17
去噪自编码器	qu zao zi bian ma qi	20	架构	term	去噪自编码器	curated	2026-09-17
去噪训练	qu zao xun lian	20	训练	term	去噪训练	curated	2026-09-17
参数估计	can shu gu ji	20	数学	term	参数估计	curated	2026-09-17
参数化整流单元	can shu hua zheng liu dan yuan	20	架构	term	参数化整流单元	curated	2026-09-17
参数服务器	can shu fu wu qi	20	训练	term	参数服务器	curated	2026-09-17
参数高效微调	can shu gao xiao wei tiao	20	训练	term	参数高效微调	curated	2026-09-17
参考图生成	can kao tu sheng cheng	20	视觉	term	参考图生成	curated	2026-09-17
参考模型	can kao mo xing	20	训练	term	参考模型	curated	2026-09-17
双下降	shuang xia jiang	20	训练	term	双下降	curated	2026-09-17
双向循环神经网络	shuang xiang xun huan shen jing wang luo	20	教材术语	term	双向循环神经网络	d2l	2026-09-17
双向循环网络	shuang xiang xun huan wang luo	20	架构	term	双向循环网络	curated	2026-09-17
双向长短期记忆	shuang xiang chang duan qi ji yi	20	架构	term	双向长短期记忆	curated	2026-09-17
双曲正切函数	shuang qu zheng qie han shu	20	架构	term	双曲正切函数	curated	2026-09-17
双目深度	shuang mu shen du	20	视觉	term	双目深度	curated	2026-09-17
双精度训练	shuang jing du xun lian	20	训练	term	双精度训练	curated	2026-09-17
双线性插值	shuang xian xing cha zhi	20	教材术语	term	双线性插值	d2l	2026-09-17
双编码器	shuang bian ma qi	20	检索	term	双编码器	curated	2026-09-17
双重网络	shuang chong wang luo	20	强化	term	双重网络	curated	2026-09-17
反事实推理	fan shi shi tui li	20	基础	term	反事实推理	curated	2026-09-17
反事实解释	fan shi shi jie shi	20	基础	term	反事实解释	curated	2026-09-17
反向传播	fan xiang chuan bo	20	教材术语	term	反向传播	d2l	2026-09-17
反思循环	fan si xun huan	20	智能体	term	反思循环	curated	2026-09-17
反思提示	fan si ti shi	20	提示	term	反思提示	curated	2026-09-17
发音控制	fa yin kong zhi	20	语音	term	发音控制	curated	2026-09-17
发音词典	fa yin ci dian	20	语音	term	发音词典	curated	2026-09-17
取消传播	qu xiao chuan bo	20	工程	term	取消传播	curated	2026-09-17
变分推断	bian fen tui duan	20	算法	term	变分推断	curated	2026-09-17
变分期望最大化	bian fen qi wang zui da hua	20	算法	term	变分期望最大化	curated	2026-09-17
变分自编码器	bian fen zi bian ma qi	20	架构	term	变分自编码器	curated	2026-09-17
口音语音识别	kou yin yu yin shi bie	20	专项任务	term	口音语音识别	glossary	2026-09-17
口音适配	kou yin shi pei	20	语音	term	口音适配	curated	2026-09-17
句子分类	ju zi fen lei	20	专项任务	term	句子分类	glossary	2026-09-17
句子向量	ju zi xiang liang	20	检索	term	句子向量	curated	2026-09-17
句子嵌入	ju zi qian ru	20	检索	term	句子嵌入	curated	2026-09-17
召回率	zhao hui lv	20	检索	term	召回率	curated	2026-09-17
可信人工智能	ke xin ren gong zhi neng	20	基础	term	可信人工智能	curated	2026-09-17
可分离卷积	ke fen li juan ji	20	架构	term	可分离卷积	curated	2026-09-17
可变形卷积	ke bian xing juan ji	20	架构	term	可变形卷积	curated	2026-09-17
可学习位置编码	ke xue xi wei zhi bian ma	20	架构	term	可学习位置编码	curated	2026-09-17
可审计性	ke shen ji xing	20	安全	term	可审计性	curated	2026-09-17
可微渲染	ke wei xuan ran	20	视觉	term	可微渲染	curated	2026-09-17
可控性	ke kong xing	20	安全	term	可控性	curated	2026-09-17
可控生成	ke kong sheng cheng	20	视觉	term	可控生成	curated	2026-09-17
可监督性	ke jian du xing	20	安全	term	可监督性	curated	2026-09-17
可观测性	ke guan ce xing	20	工程	term	可观测性	curated	2026-09-17
可解释人工智能	ke jie shi ren gong zhi neng	20	基础	term	可解释人工智能	curated	2026-09-17
可解释性	ke jie shi xing	20	评估	term	可解释性	curated	2026-09-17
可读性	ke du xing	20	评估	term	可读性	curated	2026-09-17
可追溯性	ke zhui su xing	20	安全	term	可追溯性	curated	2026-09-17
合成内容标识	he cheng nei rong biao shi	20	安全	term	合成内容标识	curated	2026-09-17
合成数据	he cheng shu ju	20	数据	term	合成数据	curated	2026-09-17
合成数据生成	he cheng shu ju sheng cheng	20	专项任务	term	合成数据生成	glossary	2026-09-17
吉布斯采样	ji bu si cai yang	20	数学	term	吉布斯采样	curated	2026-09-17
同声传译	tong sheng chuan yi	20	提示	term	同声传译	curated	2026-09-17
同态加密	tong tai jia mi	20	安全	term	同态加密	curated	2026-09-17
同策略	tong ce lve	20	强化	term	同策略	curated	2026-09-17
后向递归	hou xiang di gui	20	教材术语	term	后向递归	d2l	2026-09-17
后期交互	hou qi jiao hu	20	检索	term	后期交互	curated	2026-09-17
后期融合	hou qi rong he	20	视觉	term	后期融合	curated	2026-09-17
后门攻击	hou men gong ji	20	安全	term	后门攻击	curated	2026-09-17
后门检测	hou men jian ce	20	安全	term	后门检测	curated	2026-09-17
后门防御	hou men fang yu	20	安全	term	后门防御	curated	2026-09-17
后验分布	hou yan fen bu	20	数学	term	后验分布	curated	2026-09-17
后验预测	hou yan yu ce	20	数学	term	后验预测	curated	2026-09-17
向量处理单元	xiang liang chu li dan yuan	20	教材术语	term	向量处理单元	d2l	2026-09-17
向量字段	xiang liang zi duan	20	检索	term	向量字段	curated	2026-09-17
向量存储	xiang liang cun chu	20	检索	term	向量存储	curated	2026-09-17
向量嵌入	xiang liang qian ru	20	检索	term	向量嵌入	curated	2026-09-17
向量归一化	xiang liang gui yi hua	20	检索	term	向量归一化	curated	2026-09-17
向量数据库	xiang liang shu ju ku	20	检索	term	向量数据库	curated	2026-09-17
向量检索	xiang liang jian suo	20	检索	term	向量检索	curated	2026-09-17
向量空间	xiang liang kong jian	20	检索	term	向量空间	curated	2026-09-17
向量索引	xiang liang suo yin	20	检索	term	向量索引	curated	2026-09-17
向量维度	xiang liang wei du	20	检索	term	向量维度	curated	2026-09-17
向量范数	xiang liang fan shu	20	数学	term	向量范数	curated	2026-09-17
向量距离	xiang liang ju li	20	检索	term	向量距离	curated	2026-09-17
向量量化	xiang liang liang hua	20	检索	term	向量量化	curated	2026-09-17
向量量化自编码器	xiang liang liang hua zi bian ma qi	20	架构	term	向量量化自编码器	curated	2026-09-17
向量集合	xiang liang ji he	20	检索	term	向量集合	curated	2026-09-17
吞吐测试	tun tu ce shi	20	推理	term	吞吐测试	curated	2026-09-17
否定范围解析	fou ding fan wei jie xi	20	专项任务	term	否定范围解析	glossary	2026-09-17
告警阈值	gao jing yu zhi	20	工程	term	告警阈值	curated	2026-09-17
命中率	ming zhong lv	20	评估	term	命中率	curated	2026-09-17
命令式编程	ming ling shi bian cheng	20	教材术语	term	命令式编程	d2l	2026-09-17
命名实体识别	ming ming shi ti shi bie	20	提示	term	命名实体识别	curated	2026-09-17
和声生成	he sheng sheng cheng	20	语音	term	和声生成	curated	2026-09-17
响应格式	xiang ying ge shi	20	工程	term	响应格式	curated	2026-09-17
响应蒸馏	xiang ying zheng liu	20	训练	term	响应蒸馏	curated	2026-09-17
唇形同步	chun xing tong bu	20	语音	term	唇形同步	curated	2026-09-17
唤醒词检测	huan xing ci jian ce	20	语音	term	唤醒词检测	curated	2026-09-17
嘈杂语音识别	cao za yu yin shi bie	20	专项任务	term	嘈杂语音识别	glossary	2026-09-17
噪声注入	zao sheng zhu ru	20	数据	term	噪声注入	curated	2026-09-17
噪声级预测	zao sheng ji yu ce	20	专项任务	term	噪声级预测	glossary	2026-09-17
噪声词	zao sheng ci	20	教材术语	term	噪声词	d2l	2026-09-17
噪声调度	zao sheng diao du	20	架构	term	噪声调度	curated	2026-09-17
噪声预测	zao sheng yu ce	20	视觉	term	噪声预测	curated	2026-09-17
回声消除	hui sheng xiao chu	20	语音	term	回声消除	curated	2026-09-17
回归树	hui gui shu	20	算法	term	回归树	curated	2026-09-17
回报	hui bao	20	强化	term	回报	curated	2026-09-17
回放缓冲区	hui fang huan chong qu	20	强化	term	回放缓冲区	curated	2026-09-17
回答一致性	hui da yi zhi xing	20	提示	term	回答一致性	curated	2026-09-17
回答准确性	hui da zhun que xing	20	提示	term	回答准确性	curated	2026-09-17
回答可靠性	hui da ke kao xing	20	提示	term	回答可靠性	curated	2026-09-17
回答风格	hui da feng ge	20	提示	term	回答风格	curated	2026-09-17
回译	hui yi	20	数据	term	回译	curated	2026-09-17
回退策略	hui tui ce lve	20	工程	term	回退策略	curated	2026-09-17
因子分解机	yin zi fen jie ji	20	算法	term	因子分解机	curated	2026-09-17
因子图	yin zi tu	20	算法	term	因子图	curated	2026-09-17
因果关系	yin guo guan xi	20	基础	term	因果关系	curated	2026-09-17
因果卷积	yin guo juan ji	20	架构	term	因果卷积	curated	2026-09-17
因果发现	yin guo fa xian	20	基础	term	因果发现	curated	2026-09-17
因果图	yin guo tu	20	基础	term	因果图	curated	2026-09-17
因果干预	yin guo gan yu	20	基础	term	因果干预	curated	2026-09-17
因果建模	yin guo jian mo	20	基础	term	因果建模	curated	2026-09-17
因果推断	yin guo tui duan	20	基础	term	因果推断	curated	2026-09-17
因果效应	yin guo xiao ying	20	基础	term	因果效应	curated	2026-09-17
因果注意力	yin guo zhu yi li	20	架构	term	因果注意力	curated	2026-09-17
因果表示学习	yin guo biao shi xue xi	20	基础	term	因果表示学习	curated	2026-09-17
因果识别	yin guo shi bie	20	基础	term	因果识别	curated	2026-09-17
因果语言建模	yin guo yu yan jian mo	20	训练	term	因果语言建模	curated	2026-09-17
